NOM;DCI1
NOCAND 150 MG;FLUCONAZOLE
CEFTAJECT I.V 1G/3.5ML;CEFTRIAXONE
CEFTAJECT I.V 1G/3.5ML;CEFTRIAXONE
GABAMOX;GABAPENTINE
CEZIN;CETIRIZINE
BI-PROFENID;KETOPROFENE
ADO;METFORMINE
TROBICINE;SPECTINOMYCINE
CETAMYL;PARACETAMOL
URADOX 2MG;DOXAZOSINE
URADOX 2MG;DOXAZOSINE
ROXID;NIFUROXAZIDE
ZYRDOL 500 MG/100ML;METRONIDAZOLE
VOLTARENE SR;DICLOFENAC
CLENIDERM;BECLOMETASONE
HIBOR 7500 UI ANTI XA;BEMIPARINE
EBETAXEL;PACLITAXEL
VIVAMYNE MULTI;MULTIVITAMINES ET MINERAUX
BRONCHOCIST ADULTES;CARBOCYSTEINE
NEOCIP;CIPROFLOXACINE
POTASSIUM CHLORURE;CHLORURE DE POTASSIUM
STIMOL 1 G;CITRULINE MALEATE
HUMALOG;INSULINE HUMAINE
BEROCCA;MULTIVITAMINES ET MINERAUX
UMULINE NPH;INSULINE HUMAINE
GARDASIL;VACCIN QUADRIVALENT CONTRE LE VIRUS HPV SEROTYPES 6,11,16 et 18
ALGIXENE;NAPROXENE
HUMEX (FOURNIER) TAMPON;LEVOMENTHOL / CAMPHRE RACEMIQUE
MYFORTIC 180 MG;ACIDE MYCOPHENOLIQUE
ACTICARBINE;CHARBON ACTIVE / PAPAVERINE
CETIRAL;CETIRIZINE
CETIRAL;CETIRIZINE
DOPEZIL RANBAXY;DONEPEZIL
NORMACIDE;RANITIDINE
NORMACIDE;RANITIDINE
AXIMYCINE;AMOXICILLINE
LETROZOLE GT;LETROZOLE
LETROZOLE GT;LETROZOLE
CEZIN;CETIRIZINE
AMIKLIN;AMIKACINE
GENTAMEN 120;GENTAMICINE
CIBACALCINE;CALCITONINE HUMAINE
CLAVAM;AMOXICILLINE / ACIDE CLAVULANIQUE
NEOCLAV;AMOXICILLINE / ACIDE CLAVULANIQUE
GRISEO;GRISEOFULVINE
OCET 200MG;OFLOXACINE
ORACEFAL;CEFADROXIL
TROPHIRES COMPOSE ENFANTS;HUILE ESSENTIELLE DEUCALYPTUS / PARACETAMOL
ESMERON;ROCURONIUM
CLAVULIN;AMOXICILLINE / ACIDE CLAVULANIQUE
FIXICAL D3;CALCIUM / COLECALCIFEROL (VITAMINE D3)
PARAPLATINE;CARBOPLATINE
NO-DEP;SERTRALINE
LUDIOMIL;MAPROTILINE
FOSTIMON 150 UI/ML;UROFOLLITROPINE
BACTOX;AMOXICILLINE
ARTOTEC;DICLOFENAC / MISOPROSTOL
DEXAMETHASONE MYLAN;DEXAMETHASONE
LEDERTREXATE;METHOTREXATE
SODRIX 2.5MG;INDAPAMIDE
SODRIX 2.5MG;INDAPAMIDE
TRIATEC PROTECT;RAMIPRIL
OPTICILLINE;AMPICILLINE
CATARSTAT;PYRIDOXINE (VITAMINE B6) / ACIDE L GLUTAMIQUE
LANSOYL GEL;PARAFFINE LIQUIDE
NORMACIDE;RANITIDINE
NORMACIDE;RANITIDINE
ZINNAT;CEFUROXIME
LIDOCAINE 2% LAPROPHAN ADRENALINE;ADRENALINE / LIDOCAINE
MONO-TILDIEM LP;DILTIAZEM
MONO-TILDIEM LP;DILTIAZEM
SEBIVO 600 MG;TELBIVUDINE
SEBIVO 600 MG;TELBIVUDINE
BACICOLINE;BACITRACINE / COLISTIMETHATE
STREPTOCID;AMOXICILLINE
STREPTOCID;AMOXICILLINE
LANZOR;LANSOPRAZOLE
XATRAL LP;ALFUZOSINE
ANGLOR;AMLODIPINE
ZADITEN;KETOTIFENE
LACTEOL FORT;LACTOBACILLUS ACIDOPHILLUS
SINTROM;ACENOCOUMAROL
ULTRAVIST;IOPROMIDE
TMS 500 MG;CIPROFLOXACINE
REVLIMID 10 MG;LENALIDOMIDE
DOSTINEX;CABERGOLINE
ONIFINE;TERBINAFINE
ONIFINE;TERBINAFINE
TRIVASTAL;PIRIBEDIL
NEO-CODION ADULTES;CODEINE
AMEP 10;AMLODIPINE
GLIDIABET;GLIBENCLAMIDE
ACUPAN;NEFOPAM
NOVORAPID PENFILL;INSULINE HUMAINE
ESTRAPATCH 80  G/24 HEURES;ESTRADIOL
CRESTOR;ROSUVASTATINE
CRESTOR;ROSUVASTATINE
VISKEN;PINDOLOL
AZILIDE 200 MG/ 5 ML;AZITHROMYCINE
HOLOXAN;IFOSFAMIDE
CARDIOASPIRINE;ACIDE ACETYLSALICYLIQUE
CEZIN;CETIRIZINE
CEZIN;CETIRIZINE
RANITIL;RANITIDINE
INIKAL 10 MG;AMLODIPINE
HEXABRIX;IOXAGLATE DE SODIUM ET DE MEGLUMINE
LYRICA;PREGABALIN
FACTIVE 320 MG;MESYLATE DE GEMIFLOXACINE
PENAMOX;AMOXICILLINE
BUCOPEN;PHENOXYMETHYLPENICILLINE
BUCOPEN;PHENOXYMETHYLPENICILLINE
DUXIL;ALMITRINE / RAUBASINE
HYTACAND;CANDESARTAN / HYDROCHLOROTHIAZIDE
VACCIN BCG SSI;LA TUBERCULOSE [BCG]
TRITANRIX HB;VACCIN D.T.COQ.HEPATITE B
STREPTOCID;AMOXICILLINE
TRIMEDAT;TRIMEBUTINE
GALVUS MET 50MG/1000MG;VILDAGLIPTINE / METFORMINE
URO 3000 CHLORURE DE SODIUM AGUETTANT;CHLORURE DE SODIUM
EAU P.P.I.;EAU POUR PREPARATION INJECTABLE
HUMEX NASAL;CHLORURE DE BENZALKONIUM
METHYLPREDNISOLONE MYLAN;METHYLPREDNISOLONE
AMOXIL;AMOXICILLINE
MYNAZOL;FLUCONAZOLE
ANTARENE;IBUPROFENE
DIASTER;CORTIVAZOL
DETENSIEL;BISOPROLOL
DIANE 35;CYPROTERONE / ETHINYLESTRADIOL
STIMOL 1 G;CITRULINE MALEATE
ODIA;GLIMEPIRIDE
DOLIPRANE;PARACETAMOL
STALEVO 50/12.5/200 MG;ENTACAPONE / LEVODOPA / CARBIDOPA
STALEVO 50/12.5/200 MG;ENTACAPONE / LEVODOPA / CARBIDOPA
HIBOR 2500 UI ANTI XA;BEMIPARINE
NAPROXENE PHARMA;NAPROXENE
ZAREX;CARBOPLATINE
TRIAXON 1G I.M.;CEFTRIAXONE
MEGAFLOX IV;CIPROFLOXACINE
RETISOL-A;TRETINOINE
PHARMATEX;BENZALKONIUM
FACTIVE 320 MG;MESYLATE DE GEMIFLOXACINE
THIOBACTIN;THIAMPHENICOL
GENOTROPIN;SOMATROPINE
OXIFLOR;OFLOXACINE
SILDENAFIL WIN 50 MG;SILDENAFIL
PROGOR;DILTIAZEM
AGYRAX;MECLOZINE
MEGAFLOX IST;CIPROFLOXACINE
FURAZIDE;NITROFURANTOINE
AUGMENTIN;AMOXICILLINE / ACIDE CLAVULANIQUE
LIPANTHYL;FENOFIBRATE
SERETIDE;FLUTICASONE / SALMETEROL
AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN;AMOXICILLINE / ACIDE CLAVULANIQUE
ATHYMIL;MIANSERINE
FUNGIZONE;AMPHOTERICINE B
ZENTEL;ALBENDAZOLE
AXIMYCINE;AMOXICILLINE
LODOZ;BISOPROLOL / HYDROCHLOROTHIAZIDE
ALPERIDE 200 MG;AMISULPRIDE
DITROPAN;OXYBUTININE
DITROPAN;OXYBUTININE
BRUFEN;IBUPROFENE
ENDOXAN 50 MG;CYCLOPHOSPHAMIDE
VOGALENE;METOPIMAZINE
EMADINE;EMEDASTINE
LACINE;LOSARTAN
METHOTREXATE BIODIM;METHOTREXATE
RAPIFEN (H);ALFENTANIL
AUGMENTIN;AMOXICILLINE / ACIDE CLAVULANIQUE
STARPEN;PHENOXYMETHYLPENICILLINE BENZATHINE
AVOSTAV;STAVUDINE
AVOSTAV;STAVUDINE
CUTIVATE;FLUTICASONE
FLOXIL;FLUCLOXACILLINE
HEXAPNEUMINE AD;BICLOTYMOL
NEOTIGASON;ACITRETINE
FLUORO URACILE ICN;FLUOROURACIL
TIAFLAM 200MG;ACIDE TIAPROFENIQUE
MONEVA;GESTODENE / ETHINYLESTRADIOL
HEXAPNEUMINE NR;BICLOTYMOL
DELTAZINE ADRENALINE;ARTICAINE
NOVONORM;REPAGLINIDE
COLPOSEPTINE;CHLORQUINALDOL / PROMESTRIENE
OFLOCET;OFLOXACINE
OFLOCET;OFLOXACINE
TRISIUM;SULFAMETHOXAZOLE / TRIMETHOPRIME / BROMHEXINE
CLAVAM;AMOXICILLINE / ACIDE CLAVULANIQUE
CLAVAM;AMOXICILLINE / ACIDE CLAVULANIQUE
ADRENALINE 1 MG;EPINEPHRINE
TRIOMUNE 30;STAVUDINE / LAMIVUDINE
SAFLU;FLUTICASONE / SALMETEROL
ALFAMOX;AMOXICILLINE
ISONE;PREDNISONE
DOLMAX F.T. 500;PARACETAMOL
DIGOXINE NATIVELLE;DIGOXINE
ISOPRINOSINE;INOSINE ACEDOBENE DIMEPRANOL
APHILAN;BUCLIZINE
CELESTENE;BETAMETHASONE
CALCIDIA;CALCIUM
NOVOCLIN 1G/125MG;AMOXICILLINE / ACIDE CLAVULANIQUE
PHAEVA;GESTODENE / ETHINYLESTRADIOL
CODETUX ENF;CODEINE
EPIRUBICINE MYLAN 2 MG/ML;EPIRUBICINE
FLOXAPEN;FLUCLOXACILLINE
MIDAZOLAM MYLAN;MIDAZOLAM
CATEX;CIPROFLOXACINE
RINIAZIDE;RIFAMPICINE / ISONIAZIDE
CARDURA;DOXAZOSINE
TAHOR;ATORVASTATINE
TAHOR;ATORVASTATINE
BIOMOX;AMOXICILLINE
CRESTOR;ROSUVASTATINE
CRESTOR;ROSUVASTATINE
VALDOXAN 25 MG;AGOMELATINE
AVANDAMET;ROSIGLITAZONE / METFORMINE
AVANDAMET;ROSIGLITAZONE / METFORMINE
ZEFFIX;LAMIVUDINE
FLEXEN;KETOPROFENE
ARNIGEL;SOUCHE HOMEOPATHIQUE
CHIBRO-PROSCAR;FINASTERIDE
DUROGESIC;FENTANYL
BETADINE SCRUB;POVIDONE IODEE
SPREGAL;ESDEPALLETHRINE / BUTOXYDE DE PIPERONYLE
PARASPHAN;PARACETAMOL / ACIDE ACETYLSALICYLIQUE
CORONAT;CARVEDILOL
CORONAT;CARVEDILOL
DIPREZAR;LOSARTAN / HYDROCHLOROTHIAZIDE
TOTAPEN;AMPICILLINE
BRICANYL LP;TERBUTALINE
VISCERALGINE;TIEMONIUM
DOCETAXEL COOPER 20 MG;DOCETAXEL
LEXUS;DOCETAXEL
ZELDOX;ZIPRASIDONE
VANCOCINE;VANCOMYCINE
PULMOFLUIDE ENF;GUAIFENESINE / PHOLCODINE
ISONE;PREDNISONE
DIVARIUS 20 MG;PAROXETINE
DIVARIUS 20 MG;PAROXETINE
FUNGILYSE;ECONAZOLE
GENTAGAM 120;GENTAMICINE
TANAKAN;EXTRAIT DE GINKGO BILOBA
RECORMON;EPOETINE BETA
ANZEMET;DOLASETRON
ZAREX;CARBOPLATINE
ARACYTINE;CYTARABINE
ARACYTINE;CYTARABINE
BEVIRAN;MEBEVERINE
INDUCTAN;TRIMEBUTINE
RENNIE;CARBONATE DE CALCIUM / CARBONATE DE MAGNESIUM
GENTAGAM 80;GENTAMICINE
MABTHERA;RITUXIMAB
ZADRYL;CETIRIZINE
MUCINUM A L EXTRAIT CASCARA;SENE / CASCARA
HUMIRA 40MG;ADALIMUMAB
MIVACRON;MIVACURIUM
ANASTROZOLE COOPER;ANASTROZOLE
CARDENSIEL;BISOPROLOL
EXJADE;DEFERASIROX
EXJADE;DEFERASIROX
BICNU;CARMUSTINE
EQUORAL;CICLOSPORINE
PULMICORT TURBUHALER;BUDESONIDE
LONGAMYCINE;DOXYCYCLINE
TIASUREX LP 1.5 MG;INDAPAMIDE
EOSINE PHARMA;EOSINE
LASILIX;FUROSEMIDE
BIOSULIN R;INSULINE HUMAINE
PROGESTERONE RETARD PHARLON;HYDROXYPROGESTERONE
AVOLAM;LAMIVUDINE
OLICLINOMEL N4-550E;ACIDES AMINES / HUILES DOLIVE ET SOJA RAFFINES
OLICLINOMEL N4-550E;ACIDES AMINES / HUILES DOLIVE ET SOJA RAFFINES
ZIDIME 2G;CEFTAZIDIME
PACLITAXEL MYLAN PHARMA 30 MG/5ML;PACLITAXEL
METFORMINE WIN 500 MG;METFORMINE
METFORMINE WIN 500 MG;METFORMINE
VALSARTAN WIN 160 MG;VALSARTAN
ASPEGIC;ACIDE ACETYLSALICYLIQUE
BIOMOX;AMOXICILLINE
PARANTAL;PARACETAMOL
VOTRIENT 400 MG;PAZOPANIB
LANTUS SOLOSTAR;INSULINE HUMAINE
LANTUS SOLOSTAR;INSULINE HUMAINE
EPHEDRYL;PARACETAMOL / TRIPROLIDINE
MONOZECLAR 500 MG;CLARITHROMYCINE
MONOZECLAR 500 MG;CLARITHROMYCINE
RINGER LACTATE SOTHEMA;CHLORURE DE SODIUM / CHLORURE DE POTASSIUM
CEFALOTINE PHARMA 1 G (IM - IV);CEFALOTINE
CEFALOTINE PHARMA 1 G (IM - IV);CEFALOTINE
TANZAAR 50;LOSARTAN
DOLIPRANE;PARACETAMOL
ANASTROZOLE COOPER;ANASTROZOLE
NOZINAN;LEVOMEPROMAZINE
CARBOSYLANE;CHARBON ACTIVE / DIMETICONE
POTEX;EPOETINE ALFA
ASTAPH;FLUCLOXACILLINE
BUTAMYL;SALBUTAMOL
PAVULON;PANCURONIUM
TONOCALCIN;SALCATONINE
ERVEVAX;VACCIN ANTI-RUBEOLE
GLYCAN 500;METFORMINE
AMAREL;GLIMEPIRIDE
AVOLAM;LAMIVUDINE
DIPRIVAN;PROPOFOL
DOLGIT;IBUPROFENE
METHERGIN;METHYLERGOMETRINE
AVIRODIN;INDINAVIR
AVIRODIN;INDINAVIR
CYMEVENE;GANCICLOVIR
AMAREL;GLIMEPIRIDE
CINET;DOMPERIDONE
CORONAT;CARVEDILOL
CORONAT;CARVEDILOL
BETADINE;POVIDONE IODEE
TOPSYNE GRAS;FLUOCINONIDE
DAFLON;FLAVONOIDES MICRONISES
STALEVO 150/37.5/200 MG;ENTACAPONE / LEVODOPA / CARBIDOPA
STALEVO 150/37.5/200 MG;ENTACAPONE / LEVODOPA / CARBIDOPA
ULTRAVIST;IOPROMIDE
OXYGENOR;TRIMETAZIDINE
TRIFENE;IBUPROFENE
CARDURA;DOXAZOSINE
CLOFENE;DICLOFENAC
ADO;METFORMINE
SECTRAL;ACEBUTOLOL
SOCLAV NOURISSON;AMOXICILLINE / ACIDE CLAVULANIQUE
ZOVIRAX;ACICLOVIR
TRIADOL;TRAMADOL
IRINOCYT 100 MG/5ML;IRINOTECAN
PLAVIX;CLOPIDOGREL
PLAVIX;CLOPIDOGREL
REJUVA-A;TRETINOINE
AMIKACINE MYLAN;AMIKACINE
LEVITRA;VARDENAFIL
AVANDIA;ROSIGLITAZONE
AVD VIT B1 C DEROL;ACIDE ACETYLSALICYLIQUE / ACIDE ASCORBIQUE (VITAMINE C)
TAMIFLU;OSELTAMIVIR
TAMIFLU;OSELTAMIVIR
TAGAMET;CIMETIDINE
TAGAMET;CIMETIDINE
TUBERCULINE 2 UT / 0,1ML;TUBERCULINE
GENTAGAM 80;GENTAMICINE
NIFLURIL;ACIDE NIFLUMIQUE
NIDAZOL;METRONIDAZOLE
CURACNE;ISOTRETINOINE
PENAMOX;AMOXICILLINE
GLYAZID;GLICLAZIDE
FLEXEN;KETOPROFENE
BOLINAN;POVIDONE
THIAM;THIAMPHENICOL
THIAM;THIAMPHENICOL
TIEMOZYL;TIEMONIUM IODURE / DIPROPHYLLINE
PARANTAL;PARACETAMOL
CICATRYL;PARACHLOROMETACRESOL / GAIAZULENE
SOLUGEL;PEROXYDE DE BENZOYLE
MOVICOL;MACROGOL 3350
OMEGEN;OMEPRAZOLE
AMBROLYS 30MG/5ML;AMBROXOL
AMBROLYS 30MG/5ML;AMBROXOL
OESTROGEL;OESTRADIOL
FLUZOFT;FLUOXETINE
RULID;ROXITHROMYCINE
POTASSIUM;GLUCONATE DE POTASSIUM
XARELTO;RIVAROXABAN
XARELTO;RIVAROXABAN
TRESORIX;CYPROHEPTADINE / VITAMINES
EFITAC;RANITIDINE
EFITAC;RANITIDINE
ISOLONE;PREDNISOLONE
MUCICLAR ADULTE;CARBOCYSTEINE
FRAXIPARINE;NADROPARINE
RAZON 40 MG;PANTOPRAZOLE
CLAVULIN;AMOXICILLINE / ACIDE CLAVULANIQUE
FLOXAPEN;FLUCLOXACILLINE
JANUVIA;SITAGLIPTINE
POTASSIUM CHLORURE;CHLORURE DE POTASSIUM
SIFROL 2.1 MG;PRAMIPEXOLE
SANDIMMUN;CICLOSPORINE
AERIUS;DESLORATADINE
LEVOTHYROX;LEVOTHYROXINE SODIQUE
MIDAZOLAM MYLAN;MIDAZOLAM
BUTOVENT;SALBUTAMOL
LAMICTAL;LAMOTRIGINE
ULTRAVIST;IOPROMIDE
FENTANYL MYLAN;FENTANYL
CETAXON;CEFOTAXIME
CETAXON;CEFOTAXIME
CHLORURE DE SODIUM LAPROPHAN;CHLORURE DE SODIUM
CHEMOSET;ONDANSETRON
DONTOMYCINE;SPIRAMYCINE
ESCODYNE;VITAMINES / MINERAUX
RENNIE;CARBONATE DE CALCIUM / CARBONATE DE MAGNESIUM
ALFACAR;SUCRALFATE
PROGOR;DILTIAZEM
CLAVULIN;AMOXICILLINE / ACIDE CLAVULANIQUE
VASCOR;TRIMETAZIDINE
DAFLON;FLAVONOIDES MICRONISES
SEPTIVON;TRICLOCARBAN
NICOPATCH;NICOTINE
VOLTFAST 50 MG;DICLOFENAC
CELEBREX;CELECOXIB
TROXINE;ROXITHROMYCINE
COVERAM 5MG/5MG;PERINDOPRIL / AMLODIPINE
AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN;AMOXICILLINE / ACIDE CLAVULANIQUE
AVIRANZ;EFAVIRENZ
SUPRALOX;HYDROXYDE D'ALUMINIUM / HYDROXYDE DE MAGNESIUM
PROPOFAN;DEXTROPROPOXYPHENE / PARACETAMOL
MEGAFLOX;CIPROFLOXACINE
VACCIN POLYOSIDIQUE MENINGOCOCCIQUE;VACCIN ANTIMENINGOCOCCIQUE A ET C
COMBIVIR;LAMIVUDINE / ZIDOVUDINE
CERVARIX;PROTEINE L1 DE PAPILLOMAVIRUS HUMAIN DE TYPE 16 ET 18
CERVARIX;PROTEINE L1 DE PAPILLOMAVIRUS HUMAIN DE TYPE 16 ET 18
MYRIN 50;THALIDOMIDE
MYRIN 50;THALIDOMIDE
EFDOL;PARACETAMOL
ISOLONE;PREDNISOLONE
SK-F 203;CONCENTRE POUR HEMODIALYSE
RODAL;CEFADROXIL
OPTICILLINE;AMPICILLINE
LACTEOL FORT;LACTOBACILLUS ACIDOPHILLUS
AMBROLYS 15MG/5ML;AMBROXOL
AMBROLYS 15MG/5ML;AMBROXOL
GLUCAGEN HYPOKIT;GLUCAGON
PREGNYL;GONADOTROPHINE CHORIONIQUE HUMAINE (HCG)
STREPTOCID;AMOXICILLINE
AMODEX;AMOXICILLINE
FLUPEN 500 MG;FLUCLOXACILLINE
MEXINE 250 MG;CIPROFLOXACINE
HOLOXAN;IFOSFAMIDE
ISUDRINE;ALUMINIUM / MAGNESIUM
SERTRALINE GT;SERTRALINE
SERTRALINE GT;SERTRALINE
CATAFLAM 50 MG;DICLOFENAC
CATAFLAM 50 MG;DICLOFENAC
ANCINE PLUS 100MG/25MG;LOSARTAN / HYDROCHLOROTHIAZIDE
BREXIN;PIROXICAM BETA CYCLODEXTRINE
BREXIN;PIROXICAM BETA CYCLODEXTRINE
HIBOR 5000 UI ANTI XA;BEMIPARINE
CLOFENE;DICLOFENAC
FLOXEDOL;OFLOXACINE
FLOXEDOL;OFLOXACINE
SINGULAIR;MONTELUKAST
DERMOFIX;SERTACONAZOLE
TAREG;VALSARTAN
VEXOL;RIMEXOLONE
DOBUTAMINE AGUETTANT 250 MG;DOBUTAMINE
ZYLORIC;ALLOPURINOL
ZYLORIC;ALLOPURINOL
SOCLAV;AMOXICILLINE / ACIDE CLAVULANIQUE
SOCLAV;AMOXICILLINE / ACIDE CLAVULANIQUE
SOLACY;L-CYSTINE / SOUFFRE PRECIPITE
RODAL;CEFADROXIL
PRAVASTATINE GT 40 MG;PRAVASTATINE
MORBILVAX VACCIN;VACCIN ANTIROUGEOLEUX
ZYRDOL;METRONIDAZOLE
SERDEP 20 MG;FLUOXETINE
OLIPLAT;OXALIPLATINE
FRAXODI;NADROPARINE
GRANOCYTE 34;LENOGRASTIM
ISTACYNE;DOXYCYCLINE
ISTACYNE;DOXYCYCLINE
OSCILLOCCINUM;SOUCHE HOMEOPATHIQUE
CO-ANGINIB;LOSARTAN / HYDROCHLOROTHIAZIDE
MANNITOL 20 % SOTHEMA;MANNITOL
CEFTRIAXONE MYLAN;CEFTRIAXONE
IXEL;MILNACIPRAN
BICARBONATE EM 59;CONCENTRE POUR HEMODIALYSE
LOFAT;FENOFIBRATE
SUPRADYNE PRONATAL;MULTIVITAMINES ET MINERAUX
CAMPTO;IRINOTECAN
NORMACOL LAVEMENT ENF;PHOSPHATE DISODIQUE / PHOSPHATE MONOSODIQUE
COLLYRE BLEU;METHYLTHIONINIUM HYDROXYDE / NAPHAZOLINE
BLEU PATENTE;BLEU PATENTE
RHEUMON IM;ETOFENAMATE
BENADRYL;DIPHENHYDRAMINE
PHENERGAN;PROMETHAZINE
AVAMYS 27.5  G/PULVERISATION;FUROATE DE FLUTICASONE
ULCESTOP;CIMETIDINE
PENTASA;MESALAZINE
STATICOL;SIMVASTATINE
ISOFRA;FRAMYCETINE
DICYNONE;ETAMSYLATE
DIASTAB;GLICLAZIDE
DIASTAB;GLICLAZIDE
PENAMOX;AMOXICILLINE
LESCOL;FLUVASTATINE
PYOSTACINE;PRISTINAMYCINE
PYOSTACINE;PRISTINAMYCINE
GENTALLINE;GENTAMICINE
AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN;AMOXICILLINE / ACIDE CLAVULANIQUE
AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN;AMOXICILLINE / ACIDE CLAVULANIQUE
DEPO MEDROL;METHYLPREDNISOLONE
NOVOCLIN 1G/125MG;AMOXICILLINE / ACIDE CLAVULANIQUE
CLARITYNE;LORATADINE
CALCIPARINE;HEPARINE CALCIQUE
ZADITEN;KETOTIFENE
SPASMOPRIV;MEBEVERINE
LESCOL;FLUVASTATINE
PERSANTINE;DIPYRIDAMOL
DOPAMINE AGUETTANT 10MG/ML;DOPAMINE
CICLOVIRAL;ACICLOVIR
XATRAL;ALFUZOSINE
SPASMOPLUS;PROPYPHENAZONE / CODEINE
CAUSTINERF ARSENICAL;EPHEDRINE
ZADITEN;KETOTIFENE
PARANTAL;PARACETAMOL
FORTUM;CEFTAZIDIME
OKARUBICIN;DOXORUBICINE
PROCLOR;OMEPRAZOLE
BETASERC 24 MG;BETAHISTINE
BETASERC 24 MG;BETAHISTINE
THIOBACTIN;THIAMPHENICOL
BARACLUDE;ENTECAVIR
BARACLUDE;ENTECAVIR
FUCIDINE;ACIDE FUSIDIQUE
MACROCID;ERYTHROMYCINE
LOMET;LANSOPRAZOLE
AMLOR;AMLODIPINE
MADECASSOL;CENTELLA ASIATICA
MADECASSOL;CENTELLA ASIATICA
TAGAMET;CIMETIDINE
TAGAMET;CIMETIDINE
FLOTRAL;ALFUZOSINE
METHYLPREDNISOLONE MYLAN;METHYLPREDNISOLONE
HEMIDAONIL;GLIBENCLAMIDE
GIVALEX;HEXETIDINE / CHOLINE SALICYLATE
ONDANSETRON MYLAN 4 MG/2ML;ONDANSETRON
GARDENAL;PHENOBARBITAL
MAZAX 200 MG / 5 ML;AZITHROMYCINE
HOMEOVOX;SOUCHE HOMEOPATHIQUE
BIPERIDYS 20MG;DOMPERIDONE
KLARCINE 500 MG;CLARITHROMYCINE
KLARCINE 500 MG;CLARITHROMYCINE
AVANDAMET;ROSIGLITAZONE / METFORMINE
AVANDAMET;ROSIGLITAZONE / METFORMINE
TEMODAL;TEMOZOLOMIDE
FORMOMICIN;FORMOCORTAL / GENTAMICINE
AMLODIPINE WIN;AMLODIPINE
ORAPRED 5 MG;PREDNISOLONE
ORAPRED 5 MG;PREDNISOLONE
NO-DEP;SERTRALINE
NEVIPAN;NEVIRAPINE
NEVIPAN;NEVIRAPINE
MARVIL;OLANZAPINE
MARVIL;OLANZAPINE
CLAVULIN;AMOXICILLINE / ACIDE CLAVULANIQUE
PROFENID;KETOPROFENE
ACTIVELLE;ESTRADIOL / NORETHISTERONE
ZOFORA;PIROXICAM
DEXATOPIC;DEXAMETHASONE / NANDROLONE
TRILEPTAL;OXCARBAZEPINE
DI-INDO 50 MG;INDOMETACINE
GRINZOLE;METRONIDAZOLE
SRILANE;IDROCILAMIDE
REDLIP;SIMVASTATINE
REDLIP;SIMVASTATINE
ARTANE;TRIHEXYPHENIDYLE
GLIVEC;IMATINIB
GLIVEC;IMATINIB
ULTRAVIST;IOPROMIDE
AVANDAMET;ROSIGLITAZONE / METFORMINE
AVANDAMET;ROSIGLITAZONE / METFORMINE
PENITARD;BENZATHINE BENZYLPENICILLINE
ATROPINE PROMOPHARM 1 MG;ATROPINE
ZOFRAN;ONDANSETRON
ANDOL;PARACETAMOL
ANDOL;PARACETAMOL
SIMVASTATINE GT;SIMVASTATINE
SIMVASTATINE GT;SIMVASTATINE
PULVO 47;CATALASE / HEXAMIDINE
OROTREX;ISOTRETINOINE
ZOXAN LP 4MG;DOXAZOSINE
ZOXAN LP 4MG;DOXAZOSINE
EUPANTOL 40 MG;PANTOPRAZOLE
AIRLIX;CETIRIZINE
INDOPHARM;INDOMETACINE
SANDIMMUN;CICLOSPORINE
TRACRIUM;ATRACURIUM
ARES;CIPROFLOXACINE
MICROLAX;SORBITOL / CITRATE DE SODIUM
KETOFLEX;KETOPROFENE
OPTICILLINE;AMPICILLINE
ZYPREXA;OLANZAPINE
TROXINE;ROXITHROMYCINE
XALACOM;LATANOPROST / TIMOLOL
BECLOJET;BECLOMETASONE
SPECTRUM;CIPROFLOXACINE
ZILDEN;DILTIAZEM
PENAMOX;AMOXICILLINE
TRANSILAC;LACTULOSE
CIPROXINE MONODOSE;CIPROFLOXACINE
PERNABOL;CYPROHEPTADINE
DOTAREM;ACIDE GADOTERIQUE
UROCTAL;NORFLOXACINE
RISORDAN;ISOSORBIDE DINITRATE
ALDACTONE;SPIRONOLACTONE
SULFOBACTIN;THIAMPHENICOL
STABLON;TIANEPTINE
SULFAPRIM FORT;SULFAMETHOXAZOLE / TRIMETHOPRIME
NO-DEP;SERTRALINE
NEOCLAV;AMOXICILLINE / ACIDE CLAVULANIQUE
VASOBRAL;DIHYDROERGOCRYPTINE
MELOXICAM GT;MELOXICAM
MELOXICAM GT;MELOXICAM
DI-ALGIK;PARACETAMOL / DEXTROPROPOXYPHENE
AGRASTAT 50 MICROGRAMMES/ML;TIROFIBAN
MAXEPA;HUILE NATURELLE DE CHAIR DE POISSON
MICROPAKINE LP;VALPROATE DE SODIUM
MICROPAKINE LP;VALPROATE DE SODIUM
CANTABILINE 400;HYMECROMONE
BIPERIDYS 20MG;DOMPERIDONE
MONONITRIL;ISOSORBIDE MONONITRATE
PIVALONE;TIXOCORTOL
PIVALONE;TIXOCORTOL
LEVAMOX 500 MG/62.5 MG;AMOXICILLINE / ACIDE CLAVULANIQUE
ONDANSETRON AGUETTANT 2 MG/ML;ONDANSETRON
LOVENOX;ENOXAPARINE
OFLOCET;OFLOXACINE
OFLOCET;OFLOXACINE
THYMOGLOBULINE;IMMUNOGLOBULINES DE LAPIN ANTITHYMOCYTES HUMAINS
MAALOX;HYDROXYDE D'ALUMINIUM / HYDROXYDE DE MAGNESIUM
LAMISIL;TERBINAFINE
